time,flow,hour,day_of_week,is_holiday,neighbor_flow
2018-01-01 07:00:00,67.0,7,0,1,66.0
2018-01-01 07:05:00,72.0,7,0,1,73.0
2018-01-01 07:10:00,75.0,7,0,1,57.0
2018-01-01 07:15:00,76.0,7,0,1,48.0
2018-01-01 07:20:00,67.0,7,0,1,55.0
2018-01-01 07:25:00,70.0,7,0,1,55.0
2018-01-01 07:30:00,80.0,7,0,1,73.0
2018-01-01 07:35:00,91.0,7,0,1,65.0
2018-01-01 07:40:00,88.0,7,0,1,66.0
2018-01-01 07:45:00,109.0,7,0,1,64.0
2018-01-01 07:50:00,74.0,7,0,1,73.0
2018-01-01 07:55:00,93.0,7,0,1,91.0
2018-01-01 08:00:00,104.0,8,0,1,68.0
2018-01-01 08:05:00,96.0,8,0,1,81.0
2018-01-01 08:10:00,83.0,8,0,1,90.0
2018-01-01 08:15:00,95.0,8,0,1,73.0
2018-01-01 08:20:00,84.0,8,0,1,69.0
2018-01-01 08:25:00,91.0,8,0,1,81.0
2018-01-01 08:30:00,116.0,8,0,1,68.0
2018-01-01 08:35:00,110.0,8,0,1,87.0
2018-01-01 08:40:00,129.0,8,0,1,105.0
2018-01-01 08:45:00,104.0,8,0,1,103.0
2018-01-01 08:50:00,133.0,8,0,1,87.0
2018-01-01 08:55:00,123.0,8,0,1,98.0
2018-01-01 09:00:00,120.0,9,0,1,118.0
2018-01-01 09:05:00,123.0,9,0,1,112.0
2018-01-01 09:10:00,124.0,9,0,1,122.0
2018-01-01 09:15:00,137.0,9,0,1,141.0
2018-01-01 09:20:00,146.0,9,0,1,109.0
2018-01-01 09:25:00,137.0,9,0,1,119.0
2018-01-01 09:30:00,160.0,9,0,1,130.0
2018-01-01 09:35:00,167.0,9,0,1,139.0
2018-01-01 09:40:00,173.0,9,0,1,156.0
2018-01-01 09:45:00,208.0,9,0,1,196.0
2018-01-01 09:50:00,193.0,9,0,1,164.0
2018-01-01 09:55:00,172.0,9,0,1,119.0
2018-01-01 10:00:00,164.0,10,0,1,134.0
2018-01-01 10:05:00,172.0,10,0,1,176.0
2018-01-01 10:10:00,198.0,10,0,1,177.0
2018-01-01 10:15:00,212.0,10,0,1,173.0
2018-01-01 10:20:00,182.0,10,0,1,181.0
2018-01-01 10:25:00,183.0,10,0,1,150.0
2018-01-01 10:30:00,193.0,10,0,1,158.0
2018-01-01 10:35:00,216.0,10,0,1,182.0
2018-01-01 10:40:00,222.0,10,0,1,192.0
2018-01-01 10:45:00,246.0,10,0,1,224.0
2018-01-01 10:50:00,224.0,10,0,1,186.0
2018-01-01 10:55:00,226.0,10,0,1,239.0
2018-01-01 11:00:00,254.0,11,0,1,218.0
2018-01-01 11:05:00,250.0,11,0,1,214.0
2018-01-01 11:10:00,217.0,11,0,1,228.0
2018-01-01 11:15:00,248.0,11,0,1,221.0
2018-01-01 11:20:00,219.0,11,0,1,196.0
2018-01-01 11:25:00,245.0,11,0,1,206.0
2018-01-01 11:30:00,245.0,11,0,1,252.0
2018-01-01 11:35:00,235.0,11,0,1,227.0
2018-01-01 11:40:00,272.0,11,0,1,282.0
2018-01-01 11:45:00,299.0,11,0,1,215.0
2018-01-01 11:50:00,257.0,11,0,1,213.0
2018-01-01 11:55:00,259.0,11,0,1,241.0
2018-01-01 12:00:00,246.0,12,0,1,312.0
2018-01-01 12:05:00,245.0,12,0,1,215.0
2018-01-01 12:10:00,260.0,12,0,1,252.0
2018-01-01 12:15:00,249.0,12,0,1,266.0
2018-01-01 12:20:00,289.0,12,0,1,204.0
2018-01-01 12:25:00,309.0,12,0,1,297.0
2018-01-01 12:30:00,297.0,12,0,1,233.0
2018-01-01 12:35:00,251.0,12,0,1,239.0
2018-01-01 12:40:00,313.0,12,0,1,285.0
2018-01-01 12:45:00,335.0,12,0,1,322.0
2018-01-01 12:50:00,267.0,12,0,1,232.0
2018-01-01 12:55:00,319.0,12,0,1,292.0
2018-01-01 13:00:00,331.0,13,0,1,249.0
2018-01-01 13:05:00,306.0,13,0,1,314.0
2018-01-01 13:10:00,325.0,13,0,1,233.0
2018-01-01 13:15:00,343.0,13,0,1,246.0
2018-01-01 13:20:00,316.0,13,0,1,265.0
2018-01-01 13:25:00,291.0,13,0,1,281.0
2018-01-01 13:30:00,354.0,13,0,1,244.0
2018-01-01 13:35:00,227.0,13,0,1,269.0
2018-01-01 13:40:00,271.0,13,0,1,289.0
2018-01-01 13:45:00,339.0,13,0,1,233.0
2018-01-01 13:50:00,313.0,13,0,1,337.0
2018-01-01 13:55:00,333.0,13,0,1,305.0
2018-01-01 14:00:00,352.0,14,0,1,220.0
2018-01-01 14:05:00,278.0,14,0,1,320.0
2018-01-01 14:10:00,303.0,14,0,1,277.0
2018-01-01 14:15:00,317.0,14,0,1,245.0
2018-01-01 14:20:00,384.0,14,0,1,321.0
2018-01-01 14:25:00,375.0,14,0,1,333.0
2018-01-01 14:30:00,301.0,14,0,1,300.0
2018-01-01 14:35:00,364.0,14,0,1,252.0
2018-01-01 14:40:00,249.0,14,0,1,276.0
2018-01-01 14:45:00,366.0,14,0,1,365.0
2018-01-01 14:50:00,329.0,14,0,1,271.0
2018-01-01 14:55:00,344.0,14,0,1,246.0
2018-01-01 15:00:00,277.0,15,0,1,306.0
2018-01-01 15:05:00,332.0,15,0,1,294.0
2018-01-01 15:10:00,261.0,15,0,1,303.0
2018-01-01 15:15:00,295.0,15,0,1,259.0
2018-01-01 15:20:00,287.0,15,0,1,212.0
2018-01-01 15:25:00,309.0,15,0,1,334.0
2018-01-01 15:30:00,286.0,15,0,1,356.0
2018-01-01 15:35:00,341.0,15,0,1,215.0
2018-01-01 15:40:00,215.0,15,0,1,302.0
2018-01-01 15:45:00,252.0,15,0,1,358.0
2018-01-01 15:50:00,310.0,15,0,1,298.0
2018-01-01 15:55:00,330.0,15,0,1,167.0
2018-01-01 16:00:00,275.0,16,0,1,283.0
2018-01-01 16:05:00,290.0,16,0,1,228.0
2018-01-01 16:10:00,303.0,16,0,1,231.0
2018-01-01 16:15:00,296.0,16,0,1,321.0
2018-01-01 16:20:00,333.0,16,0,1,172.0
2018-01-01 16:25:00,268.0,16,0,1,311.0
2018-01-01 16:30:00,334.0,16,0,1,182.0
2018-01-01 16:35:00,318.0,16,0,1,243.0
2018-01-01 16:40:00,302.0,16,0,1,230.0
2018-01-01 16:45:00,315.0,16,0,1,295.0
2018-01-01 16:50:00,321.0,16,0,1,209.0
2018-01-01 16:55:00,224.0,16,0,1,262.0
2018-01-01 17:00:00,296.0,17,0,1,282.0
2018-01-01 17:05:00,282.0,17,0,1,228.0
2018-01-01 17:10:00,276.0,17,0,1,246.0
2018-01-01 17:15:00,300.0,17,0,1,205.0
2018-01-01 17:20:00,307.0,17,0,1,270.0
2018-01-01 17:25:00,235.0,17,0,1,220.0
2018-01-01 17:30:00,320.0,17,0,1,276.0
2018-01-01 17:35:00,272.0,17,0,1,330.0
2018-01-01 17:40:00,298.0,17,0,1,300.0
2018-01-01 17:45:00,281.0,17,0,1,247.0
2018-01-01 17:50:00,312.0,17,0,1,327.0
2018-01-01 17:55:00,290.0,17,0,1,278.0
2018-01-01 18:00:00,310.0,18,0,1,289.0
2018-01-01 18:05:00,303.0,18,0,1,267.0
2018-01-01 18:10:00,285.0,18,0,1,203.0
2018-01-01 18:15:00,275.0,18,0,1,299.0
2018-01-01 18:20:00,251.0,18,0,1,285.0
2018-01-01 18:25:00,285.0,18,0,1,324.0
2018-01-01 18:30:00,310.0,18,0,1,192.0
2018-01-01 18:35:00,273.0,18,0,1,331.0
2018-01-01 18:40:00,310.0,18,0,1,262.0
2018-01-01 18:45:00,281.0,18,0,1,224.0
2018-01-01 18:50:00,272.0,18,0,1,240.0
2018-01-01 18:55:00,245.0,18,0,1,258.0
2018-01-01 19:00:00,265.0,19,0,1,272.0
2018-01-01 19:05:00,249.0,19,0,1,244.0
2018-01-01 19:10:00,257.0,19,0,1,195.0
2018-01-01 19:15:00,279.0,19,0,1,242.0
2018-01-01 19:20:00,261.0,19,0,1,228.0
2018-01-01 19:25:00,214.0,19,0,1,219.0
2018-01-01 19:30:00,260.0,19,0,1,247.0
2018-01-01 19:35:00,257.0,19,0,1,232.0
2018-01-01 19:40:00,280.0,19,0,1,225.0
2018-01-01 19:45:00,288.0,19,0,1,257.0
2018-01-01 19:50:00,224.0,19,0,1,200.0
2018-01-01 19:55:00,233.0,19,0,1,237.0
2018-01-01 20:00:00,232.0,20,0,1,247.0
2018-01-01 20:05:00,198.0,20,0,1,164.0
2018-01-01 20:10:00,164.0,20,0,1,181.0
2018-01-01 20:15:00,259.0,20,0,1,171.0
2018-01-01 20:20:00,204.0,20,0,1,224.0
2018-01-01 20:25:00,202.0,20,0,1,203.0
2018-01-01 20:30:00,225.0,20,0,1,199.0
2018-01-01 20:35:00,225.0,20,0,1,156.0
2018-01-01 20:40:00,223.0,20,0,1,177.0
2018-01-01 20:45:00,217.0,20,0,1,194.0
2018-01-01 20:50:00,247.0,20,0,1,162.0
2018-01-01 20:55:00,199.0,20,0,1,185.0
2018-01-01 21:00:00,174.0,21,0,1,187.0
2018-01-01 21:05:00,189.0,21,0,1,208.0
2018-01-01 21:10:00,224.0,21,0,1,190.0
2018-01-01 21:15:00,182.0,21,0,1,225.0
2018-01-01 21:20:00,182.0,21,0,1,205.0
2018-01-01 21:25:00,208.0,21,0,1,254.0
2018-01-01 21:30:00,173.0,21,0,1,197.0
2018-01-01 21:35:00,200.0,21,0,1,172.0
2018-01-01 21:40:00,191.0,21,0,1,214.0
2018-01-01 21:45:00,216.0,21,0,1,176.0
2018-01-01 21:50:00,177.0,21,0,1,166.0
2018-01-01 21:55:00,205.0,21,0,1,201.0
2018-01-01 22:00:00,203.0,22,0,1,171.0
2018-01-01 22:05:00,191.0,22,0,1,173.0
2018-01-01 22:10:00,174.0,22,0,1,192.0
2018-01-01 22:15:00,124.0,22,0,1,182.0
2018-01-01 22:20:00,205.0,22,0,1,191.0
2018-01-01 22:25:00,177.0,22,0,1,172.0
2018-01-01 22:30:00,164.0,22,0,1,187.0
2018-01-01 22:35:00,170.0,22,0,1,165.0
2018-01-01 22:40:00,178.0,22,0,1,148.0
2018-01-01 22:45:00,132.0,22,0,1,156.0
2018-01-01 22:50:00,171.0,22,0,1,138.0
2018-01-01 22:55:00,142.0,22,0,1,183.0
2018-01-01 23:00:00,162.0,23,0,1,140.0
2018-01-01 23:05:00,138.0,23,0,1,127.0
2018-01-01 23:10:00,129.0,23,0,1,117.0
2018-01-01 23:15:00,98.0,23,0,1,132.0
2018-01-01 23:20:00,132.0,23,0,1,131.0
2018-01-01 23:25:00,122.0,23,0,1,96.0
2018-01-01 23:30:00,87.0,23,0,1,132.0
2018-01-01 23:35:00,114.0,23,0,1,126.0
2018-01-01 23:40:00,111.0,23,0,1,107.0
2018-01-01 23:45:00,135.0,23,0,1,114.0
2018-01-01 23:50:00,139.0,23,0,1,104.0
2018-01-01 23:55:00,87.0,23,0,1,108.0
2018-01-02 00:00:00,121.0,0,1,0,86.0
2018-01-02 00:05:00,85.0,0,1,0,96.0
2018-01-02 00:10:00,81.0,0,1,0,90.0
2018-01-02 00:15:00,86.0,0,1,0,95.0
2018-01-02 00:20:00,73.0,0,1,0,96.0
2018-01-02 00:25:00,93.0,0,1,0,81.0
2018-01-02 00:30:00,76.0,0,1,0,79.0
2018-01-02 00:35:00,68.0,0,1,0,86.0
2018-01-02 00:40:00,71.0,0,1,0,70.0
2018-01-02 00:45:00,69.0,0,1,0,78.0
2018-01-02 00:50:00,79.0,0,1,0,81.0
2018-01-02 00:55:00,73.0,0,1,0,72.0
2018-01-02 01:00:00,76.0,1,1,0,48.0
2018-01-02 01:05:00,40.0,1,1,0,63.0
2018-01-02 01:10:00,61.0,1,1,0,64.0
2018-01-02 01:15:00,78.0,1,1,0,59.0
2018-01-02 01:20:00,60.0,1,1,0,69.0
2018-01-02 01:25:00,66.0,1,1,0,59.0
2018-01-02 01:30:00,55.0,1,1,0,51.0
2018-01-02 01:35:00,44.0,1,1,0,37.0
2018-01-02 01:40:00,36.0,1,1,0,44.0
2018-01-02 01:45:00,36.0,1,1,0,29.0
2018-01-02 01:50:00,44.0,1,1,0,30.0
2018-01-02 01:55:00,53.0,1,1,0,28.0
2018-01-02 02:00:00,46.0,2,1,0,36.0
2018-01-02 02:05:00,44.0,2,1,0,23.0
2018-01-02 02:10:00,40.0,2,1,0,30.0
2018-01-02 02:15:00,31.0,2,1,0,28.0
2018-01-02 02:20:00,31.0,2,1,0,30.0
2018-01-02 02:25:00,29.0,2,1,0,24.0
2018-01-02 02:30:00,24.0,2,1,0,39.0
2018-01-02 02:35:00,28.0,2,1,0,34.0
2018-01-02 02:40:00,45.0,2,1,0,31.0
2018-01-02 02:45:00,27.0,2,1,0,36.0
2018-01-02 02:50:00,45.0,2,1,0,32.0
2018-01-02 02:55:00,43.0,2,1,0,27.0
2018-01-02 03:00:00,32.0,3,1,0,32.0
2018-01-02 03:05:00,29.0,3,1,0,26.0
2018-01-02 03:10:00,29.0,3,1,0,29.0
2018-01-02 03:15:00,39.0,3,1,0,34.0
2018-01-02 03:20:00,51.0,3,1,0,43.0
2018-01-02 03:25:00,44.0,3,1,0,44.0
2018-01-02 03:30:00,68.0,3,1,0,46.0
2018-01-02 03:35:00,64.0,3,1,0,44.0
2018-01-02 03:40:00,47.0,3,1,0,51.0
2018-01-02 03:45:00,75.0,3,1,0,48.0
2018-01-02 03:50:00,69.0,3,1,0,68.0
2018-01-02 03:55:00,84.0,3,1,0,72.0
2018-01-02 04:00:00,84.0,4,1,0,67.0
2018-01-02 04:05:00,83.0,4,1,0,73.0
2018-01-02 04:10:00,79.0,4,1,0,76.0
2018-01-02 04:15:00,73.0,4,1,0,99.0
2018-01-02 04:20:00,113.0,4,1,0,111.0
2018-01-02 04:25:00,148.0,4,1,0,99.0
2018-01-02 04:30:00,116.0,4,1,0,106.0
2018-01-02 04:35:00,116.0,4,1,0,109.0
2018-01-02 04:40:00,159.0,4,1,0,139.0
2018-01-02 04:45:00,174.0,4,1,0,143.0
2018-01-02 04:50:00,148.0,4,1,0,140.0
2018-01-02 04:55:00,172.0,4,1,0,124.0
2018-01-02 05:00:00,126.0,5,1,0,159.0
2018-01-02 05:05:00,204.0,5,1,0,164.0
2018-01-02 05:10:00,191.0,5,1,0,151.0
2018-01-02 05:15:00,207.0,5,1,0,157.0
2018-01-02 05:20:00,173.0,5,1,0,184.0
2018-01-02 05:25:00,190.0,5,1,0,182.0
2018-01-02 05:30:00,196.0,5,1,0,176.0
2018-01-02 05:35:00,217.0,5,1,0,199.0
2018-01-02 05:40:00,239.0,5,1,0,162.0
2018-01-02 05:45:00,165.0,5,1,0,190.0
2018-01-02 05:50:00,246.0,5,1,0,170.0
2018-01-02 05:55:00,227.0,5,1,0,160.0
2018-01-02 06:00:00,202.0,6,1,0,220.0
2018-01-02 06:05:00,229.0,6,1,0,189.0
2018-01-02 06:10:00,264.0,6,1,0,231.0
2018-01-02 06:15:00,260.0,6,1,0,233.0
2018-01-02 06:20:00,277.0,6,1,0,240.0
2018-01-02 06:25:00,307.0,6,1,0,274.0
2018-01-02 06:30:00,270.0,6,1,0,301.0
2018-01-02 06:35:00,364.0,6,1,0,294.0
2018-01-02 06:40:00,385.0,6,1,0,220.0
2018-01-02 06:45:00,357.0,6,1,0,383.0
2018-01-02 06:50:00,398.0,6,1,0,367.0
2018-01-02 06:55:00,440.0,6,1,0,386.0
2018-01-02 07:00:00,397.0,7,1,0,399.0
2018-01-02 07:05:00,397.0,7,1,0,268.0
2018-01-02 07:10:00,414.0,7,1,0,423.0
2018-01-02 07:15:00,460.0,7,1,0,305.0
2018-01-02 07:20:00,451.0,7,1,0,368.0
2018-01-02 07:25:00,478.0,7,1,0,259.0
2018-01-02 07:30:00,430.0,7,1,0,252.0
2018-01-02 07:35:00,432.0,7,1,0,173.0
2018-01-02 07:40:00,346.0,7,1,0,291.0
2018-01-02 07:45:00,319.0,7,1,0,253.0
2018-01-02 07:50:00,366.0,7,1,0,309.0
2018-01-02 07:55:00,328.0,7,1,0,227.0
2018-01-02 08:00:00,356.0,8,1,0,308.0
2018-01-02 08:05:00,350.0,8,1,0,189.0
2018-01-02 08:10:00,356.0,8,1,0,171.0
2018-01-02 08:15:00,313.0,8,1,0,225.0
2018-01-02 08:20:00,335.0,8,1,0,238.0
2018-01-02 08:25:00,295.0,8,1,0,186.0
2018-01-02 08:30:00,281.0,8,1,0,202.0
2018-01-02 08:35:00,258.0,8,1,0,211.0
2018-01-02 08:40:00,347.0,8,1,0,222.0
2018-01-02 08:45:00,342.0,8,1,0,244.0
2018-01-02 08:50:00,321.0,8,1,0,276.0
2018-01-02 08:55:00,302.0,8,1,0,265.0
2018-01-02 09:00:00,258.0,9,1,0,306.0
2018-01-02 09:05:00,291.0,9,1,0,324.0
2018-01-02 09:10:00,323.0,9,1,0,201.0
2018-01-02 09:15:00,338.0,9,1,0,268.0
2018-01-02 09:20:00,328.0,9,1,0,288.0
2018-01-02 09:25:00,255.0,9,1,0,261.0
2018-01-02 09:30:00,306.0,9,1,0,203.0
2018-01-02 09:35:00,351.0,9,1,0,200.0
2018-01-02 09:40:00,283.0,9,1,0,246.0
2018-01-02 09:45:00,345.0,9,1,0,253.0
2018-01-02 09:50:00,318.0,9,1,0,333.0
2018-01-02 09:55:00,366.0,9,1,0,284.0
2018-01-02 10:00:00,324.0,10,1,0,200.0
2018-01-02 10:05:00,310.0,10,1,0,284.0
2018-01-02 10:10:00,335.0,10,1,0,201.0
2018-01-02 10:15:00,351.0,10,1,0,306.0
2018-01-02 10:20:00,279.0,10,1,0,288.0
2018-01-02 10:25:00,350.0,10,1,0,370.0
2018-01-02 10:30:00,347.0,10,1,0,218.0
2018-01-02 10:35:00,348.0,10,1,0,354.0
2018-01-02 10:40:00,350.0,10,1,0,271.0
2018-01-02 10:45:00,337.0,10,1,0,315.0
2018-01-02 10:50:00,332.0,10,1,0,267.0
2018-01-02 10:55:00,296.0,10,1,0,222.0
2018-01-02 11:00:00,323.0,11,1,0,290.0
2018-01-02 11:05:00,305.0,11,1,0,249.0
2018-01-02 11:10:00,286.0,11,1,0,321.0
2018-01-02 11:15:00,320.0,11,1,0,268.0
2018-01-02 11:20:00,321.0,11,1,0,214.0
2018-01-02 11:25:00,284.0,11,1,0,241.0
2018-01-02 11:30:00,280.0,11,1,0,242.0
2018-01-02 11:35:00,312.0,11,1,0,280.0
2018-01-02 11:40:00,355.0,11,1,0,227.0
2018-01-02 11:45:00,331.0,11,1,0,314.0
2018-01-02 11:50:00,162.0,11,1,0,268.0
2018-01-02 11:55:00,485.0,11,1,0,222.0
2018-01-02 12:00:00,318.0,12,1,0,255.0
2018-01-02 12:05:00,276.0,12,1,0,243.0
2018-01-02 12:10:00,289.0,12,1,0,261.0
2018-01-02 12:15:00,329.0,12,1,0,249.0
2018-01-02 12:20:00,275.0,12,1,0,248.0
2018-01-02 12:25:00,348.0,12,1,0,322.0
2018-01-02 12:30:00,341.0,12,1,0,328.0
2018-01-02 12:35:00,289.0,12,1,0,300.0
2018-01-02 12:40:00,291.0,12,1,0,208.0
2018-01-02 12:45:00,355.0,12,1,0,333.0
2018-01-02 12:50:00,292.0,12,1,0,368.0
2018-01-02 12:55:00,292.0,12,1,0,187.0
2018-01-02 13:00:00,319.0,13,1,0,200.0
2018-01-02 13:05:00,259.0,13,1,0,358.0
2018-01-02 13:10:00,323.0,13,1,0,276.0
2018-01-02 13:15:00,300.0,13,1,0,235.0
2018-01-02 13:20:00,331.0,13,1,0,349.0
2018-01-02 13:25:00,354.0,13,1,0,214.0
2018-01-02 13:30:00,290.0,13,1,0,241.0
2018-01-02 13:35:00,387.0,13,1,0,284.0
2018-01-02 13:40:00,336.0,13,1,0,251.0
2018-01-02 13:45:00,265.0,13,1,0,264.0
2018-01-02 13:50:00,267.0,13,1,0,281.0
2018-01-02 13:55:00,280.0,13,1,0,411.0
2018-01-02 14:00:00,339.0,14,1,0,400.0
2018-01-02 14:05:00,355.0,14,1,0,215.0
2018-01-02 14:10:00,317.0,14,1,0,232.0
2018-01-02 14:15:00,344.0,14,1,0,276.0
2018-01-02 14:20:00,334.0,14,1,0,311.0
2018-01-02 14:25:00,343.0,14,1,0,282.0
2018-01-02 14:30:00,335.0,14,1,0,233.0
2018-01-02 14:35:00,425.0,14,1,0,335.0
2018-01-02 14:40:00,398.0,14,1,0,394.0
2018-01-02 14:45:00,337.0,14,1,0,359.0
2018-01-02 14:50:00,355.0,14,1,0,382.0
2018-01-02 14:55:00,362.0,14,1,0,313.0
2018-01-02 15:00:00,250.0,15,1,0,260.0
2018-01-02 15:05:00,312.0,15,1,0,361.0
2018-01-02 15:10:00,305.0,15,1,0,288.0
2018-01-02 15:15:00,368.0,15,1,0,311.0
2018-01-02 15:20:00,296.0,15,1,0,245.0
2018-01-02 15:25:00,376.0,15,1,0,463.0
2018-01-02 15:30:00,411.0,15,1,0,388.0
2018-01-02 15:35:00,371.0,15,1,0,164.0
2018-01-02 15:40:00,390.0,15,1,0,344.0
2018-01-02 15:45:00,396.0,15,1,0,249.0
2018-01-02 15:50:00,388.0,15,1,0,428.0
2018-01-02 15:55:00,213.0,15,1,0,274.0
2018-01-02 16:00:00,331.0,16,1,0,453.0
2018-01-02 16:05:00,323.0,16,1,0,528.0
2018-01-02 16:10:00,471.0,16,1,0,351.0
2018-01-02 16:15:00,336.0,16,1,0,363.0
2018-01-02 16:20:00,358.0,16,1,0,348.0
2018-01-02 16:25:00,354.0,16,1,0,412.0
2018-01-02 16:30:00,350.0,16,1,0,445.0
2018-01-02 16:35:00,407.0,16,1,0,431.0
2018-01-02 16:40:00,386.0,16,1,0,387.0
2018-01-02 16:45:00,397.0,16,1,0,348.0
2018-01-02 16:50:00,349.0,16,1,0,422.0
2018-01-02 16:55:00,368.0,16,1,0,451.0
2018-01-02 17:00:00,369.0,17,1,0,392.0
2018-01-02 17:05:00,331.0,17,1,0,468.0
2018-01-02 17:10:00,453.0,17,1,0,413.0
2018-01-02 17:15:00,382.0,17,1,0,534.0
2018-01-02 17:20:00,433.0,17,1,0,464.0
2018-01-02 17:25:00,383.0,17,1,0,419.0
2018-01-02 17:30:00,306.0,17,1,0,489.0
2018-01-02 17:35:00,353.0,17,1,0,484.0
2018-01-02 17:40:00,439.0,17,1,0,490.0
2018-01-02 17:45:00,378.0,17,1,0,399.0
2018-01-02 17:50:00,350.0,17,1,0,344.0
2018-01-02 17:55:00,313.0,17,1,0,491.0
2018-01-02 18:00:00,337.0,18,1,0,348.0
2018-01-02 18:05:00,336.0,18,1,0,410.0
2018-01-02 18:10:00,309.0,18,1,0,315.0
2018-01-02 18:15:00,317.0,18,1,0,425.0
2018-01-02 18:20:00,334.0,18,1,0,245.0
2018-01-02 18:25:00,329.0,18,1,0,448.0
2018-01-02 18:30:00,262.0,18,1,0,336.0
2018-01-02 18:35:00,294.0,18,1,0,303.0
2018-01-02 18:40:00,327.0,18,1,0,272.0
2018-01-02 18:45:00,291.0,18,1,0,360.0
2018-01-02 18:50:00,292.0,18,1,0,321.0
2018-01-02 18:55:00,279.0,18,1,0,192.0
