time,flow,neighbor_flow_1,hour,day_of_week,is_holiday,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week
2018-01-03 04:00:00,126.83333333333333,107.91666666666667,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2018-01-03 05:00:00,223.25,189.08333333333334,5,2,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434
2018-01-03 06:00:00,325.9166666666667,253.41666666666666,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2018-01-03 07:00:00,474.75,365.3333333333333,7,2,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
2018-01-03 08:00:00,371.3333333333333,307.8333333333333,8,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2018-01-03 09:00:00,358.5,260.8333333333333,9,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434
2018-01-03 10:00:00,325.1666666666667,265.0,10,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2018-01-03 11:00:00,313.9166666666667,232.91666666666666,11,2,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434
2018-01-03 12:00:00,309.75,290.5833333333333,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2018-01-03 13:00:00,337.0833333333333,309.9166666666667,13,2,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434
2018-01-03 14:00:00,351.0,350.6666666666667,14,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2018-01-03 15:00:00,363.5833333333333,336.8333333333333,15,2,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434
2018-01-03 16:00:00,364.0833333333333,425.0833333333333,16,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
2018-01-03 17:00:00,377.6666666666667,430.1666666666667,17,2,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
2018-01-03 18:00:00,316.25,326.1666666666667,18,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
2018-01-03 19:00:00,227.83333333333334,239.16666666666666,19,2,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434
2018-01-03 20:00:00,183.0,179.58333333333334,20,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2018-01-03 21:00:00,159.83333333333334,158.25,21,2,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434
2018-01-03 22:00:00,133.58333333333334,128.41666666666666,22,2,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2018-01-03 23:00:00,92.41666666666667,83.83333333333333,23,2,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434
2018-01-04 00:00:00,50.916666666666664,52.5,0,3,0,0.0,1.0,0.43388373911755823,-0.900968867902419
2018-01-04 01:00:00,36.416666666666664,31.583333333333332,1,3,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419
2018-01-04 02:00:00,34.166666666666664,31.833333333333332,2,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2018-01-04 03:00:00,48.583333333333336,40.0,3,3,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419
2018-01-04 04:00:00,122.66666666666667,112.83333333333333,4,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2018-01-04 05:00:00,215.75,179.25,5,3,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419
2018-01-04 06:00:00,324.5833333333333,291.9166666666667,6,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2018-01-04 07:00:00,461.5,390.25,7,3,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2018-01-04 08:00:00,375.9166666666667,323.9166666666667,8,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2018-01-04 09:00:00,354.9166666666667,222.91666666666666,9,3,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419
2018-01-04 10:00:00,336.3333333333333,252.91666666666666,10,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2018-01-04 11:00:00,306.1666666666667,276.6666666666667,11,3,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
2018-01-04 12:00:00,302.5,267.5,12,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2018-01-04 13:00:00,303.5,271.4166666666667,13,3,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
2018-01-04 14:00:00,332.5,334.3333333333333,14,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2018-01-04 15:00:00,372.5833333333333,357.8333333333333,15,3,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
2018-01-04 16:00:00,374.0833333333333,426.5,16,3,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2018-01-04 17:00:00,372.5,476.25,17,3,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2018-01-04 18:00:00,331.75,327.3333333333333,18,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
2018-01-04 19:00:00,247.75,247.58333333333334,19,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419
2018-01-04 20:00:00,198.91666666666666,209.0,20,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2018-01-04 21:00:00,166.0,188.5,21,3,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419
2018-01-04 22:00:00,157.75,143.16666666666666,22,3,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
2018-01-04 23:00:00,102.66666666666667,87.5,23,3,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419
2018-01-05 00:00:00,62.75,58.75,0,4,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
2018-01-05 01:00:00,43.083333333333336,33.916666666666664,1,4,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
2018-01-05 02:00:00,37.666666666666664,31.833333333333332,2,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2018-01-05 03:00:00,48.833333333333336,39.666666666666664,3,4,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191
2018-01-05 04:00:00,121.75,107.83333333333333,4,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2018-01-05 05:00:00,210.66666666666666,175.41666666666666,5,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
2018-01-05 06:00:00,324.75,249.0,6,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2018-01-05 07:00:00,438.9166666666667,363.5833333333333,7,4,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2018-01-05 08:00:00,432.75,341.5833333333333,8,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2018-01-05 09:00:00,367.6666666666667,263.25,9,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
2018-01-05 10:00:00,345.6666666666667,267.75,10,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2018-01-05 11:00:00,330.9166666666667,239.16666666666666,11,4,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
2018-01-05 12:00:00,337.4166666666667,297.9166666666667,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2018-01-05 13:00:00,339.1666666666667,313.0833333333333,13,4,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
2018-01-05 14:00:00,351.9166666666667,352.1666666666667,14,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2018-01-05 15:00:00,350.8333333333333,395.0,15,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
2018-01-05 16:00:00,363.3333333333333,361.1666666666667,16,4,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2018-01-05 17:00:00,364.1666666666667,416.6666666666667,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2018-01-05 18:00:00,328.25,344.25,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
2018-01-05 19:00:00,272.0833333333333,272.0833333333333,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
2018-01-05 20:00:00,217.91666666666666,205.58333333333334,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2018-01-05 21:00:00,194.91666666666666,184.91666666666666,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191
2018-01-05 22:00:00,177.75,156.75,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
2018-01-05 23:00:00,115.41666666666667,112.91666666666667,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191
2018-01-06 00:00:00,106.08333333333333,91.25,0,5,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146
2018-01-06 01:00:00,86.66666666666667,64.58333333333333,1,5,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2018-01-06 02:00:00,47.0,38.666666666666664,2,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2018-01-06 03:00:00,36.5,30.583333333333332,3,5,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
2018-01-06 04:00:00,57.666666666666664,47.833333333333336,4,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2018-01-06 05:00:00,88.66666666666667,72.83333333333333,5,5,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
2018-01-06 06:00:00,133.75,116.33333333333333,6,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2018-01-06 07:00:00,178.91666666666666,159.33333333333334,7,5,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2018-01-06 08:00:00,245.33333333333334,193.41666666666666,8,5,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2018-01-06 09:00:00,315.25,235.83333333333334,9,5,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
2018-01-06 10:00:00,316.0,280.0833333333333,10,5,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2018-01-06 11:00:00,325.1666666666667,266.5833333333333,11,5,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
2018-01-06 12:00:00,351.8333333333333,295.5,12,5,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2018-01-06 13:00:00,354.0833333333333,316.5833333333333,13,5,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2018-01-06 14:00:00,343.0833333333333,295.6666666666667,14,5,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2018-01-06 15:00:00,348.3333333333333,319.0833333333333,15,5,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
2018-01-06 16:00:00,341.5833333333333,320.6666666666667,16,5,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2018-01-06 17:00:00,324.0,366.5,17,5,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2018-01-06 18:00:00,307.3333333333333,295.4166666666667,18,5,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
2018-01-06 19:00:00,255.08333333333334,240.66666666666666,19,5,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
2018-01-06 20:00:00,251.83333333333334,222.0,20,5,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2018-01-06 21:00:00,217.33333333333334,215.08333333333334,21,5,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
2018-01-06 22:00:00,207.33333333333334,202.16666666666666,22,5,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2018-01-06 23:00:00,140.91666666666666,135.0,23,5,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146
2018-01-07 00:00:00,99.0,98.83333333333333,0,6,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
2018-01-07 01:00:00,64.66666666666667,53.833333333333336,1,6,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334
2018-01-07 02:00:00,44.5,41.833333333333336,2,6,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2018-01-07 03:00:00,32.083333333333336,26.416666666666668,3,6,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334
2018-01-07 04:00:00,40.166666666666664,32.0,4,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2018-01-07 05:00:00,65.75,53.166666666666664,5,6,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334
2018-01-07 06:00:00,110.91666666666667,86.75,6,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2018-01-07 07:00:00,127.83333333333333,104.25,7,6,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
2018-01-07 08:00:00,201.58333333333334,164.58333333333334,8,6,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2018-01-07 09:00:00,274.0,214.16666666666666,9,6,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
2018-01-07 10:00:00,325.8333333333333,288.3333333333333,10,6,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2018-01-07 11:00:00,315.0833333333333,238.58333333333334,11,6,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334
2018-01-07 12:00:00,313.3333333333333,246.08333333333334,12,6,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2018-01-07 13:00:00,302.25,263.0833333333333,13,6,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334
2018-01-07 14:00:00,338.9166666666667,256.3333333333333,14,6,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2018-01-07 15:00:00,316.3333333333333,286.0,15,6,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334
2018-01-07 16:00:00,294.25,275.4166666666667,16,6,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
2018-01-07 17:00:00,297.75,284.25,17,6,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
2018-01-07 18:00:00,259.0833333333333,282.6666666666667,18,6,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
2018-01-07 19:00:00,237.91666666666666,241.25,19,6,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334
2018-01-07 20:00:00,196.16666666666666,201.58333333333334,20,6,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2018-01-07 21:00:00,179.25,195.5,21,6,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334
2018-01-07 22:00:00,147.25,138.58333333333334,22,6,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
2018-01-07 23:00:00,82.33333333333333,84.25,23,6,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334
2018-01-08 00:00:00,59.166666666666664,48.916666666666664,0,0,0,0.0,1.0,0.0,1.0
2018-01-08 01:00:00,36.333333333333336,33.5,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0
2018-01-08 02:00:00,31.5,27.416666666666668,2,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2018-01-08 03:00:00,46.25,39.416666666666664,3,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0
2018-01-08 04:00:00,118.0,103.75,4,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2018-01-08 05:00:00,208.0,164.25,5,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0
2018-01-08 06:00:00,299.4166666666667,263.5833333333333,6,0,0,1.0,6.123233995736766e-17,0.0,1.0
2018-01-08 07:00:00,387.6666666666667,466.3333333333333,7,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2018-01-08 08:00:00,332.8333333333333,342.9166666666667,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2018-01-08 09:00:00,341.4166666666667,293.1666666666667,9,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2018-01-08 10:00:00,317.0,261.0,10,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2018-01-08 11:00:00,241.66666666666666,196.75,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2018-01-08 12:00:00,264.4166666666667,199.08333333333334,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0
2018-01-08 13:00:00,254.83333333333334,225.58333333333334,13,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2018-01-08 14:00:00,309.9166666666667,259.25,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2018-01-08 15:00:00,346.6666666666667,307.25,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2018-01-08 16:00:00,365.0833333333333,386.5833333333333,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0
2018-01-08 17:00:00,350.9166666666667,417.75,17,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2018-01-08 18:00:00,289.5833333333333,317.6666666666667,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2018-01-08 19:00:00,193.25,201.41666666666666,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2018-01-08 20:00:00,184.08333333333334,191.16666666666666,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2018-01-08 21:00:00,150.66666666666666,166.58333333333334,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0
2018-01-08 22:00:00,130.0,121.58333333333333,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
2018-01-08 23:00:00,73.16666666666667,71.91666666666667,23,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0
2018-01-09 00:00:00,55.083333333333336,48.333333333333336,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336
2018-01-09 01:00:00,32.416666666666664,28.916666666666668,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336
2018-01-09 02:00:00,30.833333333333332,26.25,2,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2018-01-09 03:00:00,50.833333333333336,42.666666666666664,3,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336
2018-01-09 04:00:00,115.66666666666667,99.08333333333333,4,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2018-01-09 05:00:00,218.75,177.33333333333334,5,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336
2018-01-09 06:00:00,326.1666666666667,263.0,6,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2018-01-09 07:00:00,470.6666666666667,431.9166666666667,7,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2018-01-09 08:00:00,381.0,330.3333333333333,8,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2018-01-09 09:00:00,337.3333333333333,293.5,9,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
2018-01-09 10:00:00,304.1666666666667,266.9166666666667,10,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2018-01-09 11:00:00,277.0833333333333,245.91666666666666,11,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
2018-01-09 12:00:00,282.0833333333333,237.5,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2018-01-09 13:00:00,287.5,247.66666666666666,13,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
2018-01-09 14:00:00,342.9166666666667,313.6666666666667,14,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
